seed,beta,geometry,k,method,theta_over_C,r_eff,ns_dual_rel_err,ns_cos_to_exact
0,1.25,elementwise,,exact,0.5051004304989022,10.507947753873232,,
0,1.25,euclidean,,exact,1.0000000000000009,10.507947753873232,,
0,1.25,spectral_full_ns,,ns_float32,0.01569546707825458,10.507947753873232,-0.1254932816879386,0.8521711149128257
0,1.25,spectral_full_ns,,ns_bfloat16,0.01554457475758169,10.507947753873232,-0.1297070788981206,0.8486211494326028
0,1.375,spectral_full_svd,,exact,0.014075143138597163,7.206473286961751,,
0,1.375,rows,,exact,0.7781529515096851,7.206473286961751,,
0,1.375,cols,,exact,0.7665460650924252,7.206473286961751,,
0,1.375,elementwise,,exact,0.4879043662648021,7.206473286961751,,
0,1.375,euclidean,,exact,0.9999999999999984,7.206473286961751,,
0,1.375,spectral_full_ns,,ns_float32,0.009090193126633636,7.206473286961751,-0.19636259057623195,0.7457997517940566
0,1.375,spectral_full_ns,,ns_bfloat16,0.009154271018135882,7.206473286961751,-0.19353509510266165,0.7395455446053899
0,1.5,spectral_full_svd,,exact,0.010351297071910055,5.299864100817956,,
0,1.5,rows,,exact,0.7427735115769218,5.299864100817956,,
0,1.5,cols,,exact,0.7798084362569284,5.299864100817956,,
0,1.5,elementwise,,exact,0.485433500709816,5.299864100817956,,
0,1.5,euclidean,,exact,0.9999999999999983,5.299864100817956,,
0,1.5,spectral_full_ns,,ns_float32,0.007035738545400446,5.299864100817956,-0.17556302740766905,0.6386061913274073
0,1.5,spectral_full_ns,,ns_bfloat16,0.007062119552468571,5.299864100817956,-0.17401883074748492,0.6315296551238987
0,1.5,spectral_grouped,1,exact,0.7427735115769218,5.299864100817956,,
0,1.5,spectral_grouped,2,exact,0.6307334430800385,5.299864100817956,,
0,1.5,spectral_grouped,4,exact,0.4802353734747694,5.299864100817956,,
0,1.5,spectral_grouped,8,exact,0.3301676759227076,5.299864100817956,,
0,1.5,spectral_grouped,16,exact,0.20851849173776868,5.299864100817956,,
0,1.5,spectral_grouped,32,exact,0.12282550113914951,5.299864100817956,,
0,1.5,spectral_grouped,64,exact,0.06892127153753531,5.299864100817956,,
0,1.5,spectral_grouped,128,exact,0.037362570017828896,5.299864100817956,,
0,1.5,spectral_grouped,256,exact,0.01981131223634661,5.299864100817956,,
0,1.5,spectral_grouped,512,exact,0.010351297071910055,5.299864100817956,,
1,0.0,spectral_full_svd,,exact,1.0000000000000016,512.0,,
1,0.0,rows,,exact,1.0000000000000016,512.0,,
1,0.0,cols,,exact,1.0000000000000016,512.0,,
1,0.0,elementwise,,exact,0.6367036045026458,512.0,,
1,0.0,euclidean,,exact,1.0000000000000033,512.0,,
1,0.0,spectral_full_ns,,ns_float32,0.6538430656056314,512.0,-0.19139436954369993,0.9999999999993145
1,0.0,spectral_full_ns,,ns_bfloat16,0.6065708371873741,512.0,-0.22117342290637432,0.9994727367286192
1,0.0,spectral_grouped,1,exact,1.0000000000000016,512.0,,
1,0.0,spectral_grouped,2,exact,1.0000000000000016,512.0,,
1,0.0,spectral_grouped,4,exact,1.0000000000000016,512.0,,
1,0.0,spectral_grouped,8,exact,1.0000000000000016,512.0,,
1,0.0,spectral_grouped,16,exact,1.0000000000000016,512.0,,
1,0.0,spectral_grouped,32,exact,1.0000000000000016,512.0,,
1,0.0,spectral_grouped,64,exact,1.0000000000000016,512.0,,
1,0.0,spectral_grouped,128,exact,1.0000000000000016,512.0,,
1,0.0,spectral_grouped,256,exact,1.0000000000000016,512.0,,
1,0.0,spectral_grouped,512,exact,1.0000000000000016,512.0,,
1,0.125,spectral_full_svd,,exact,0.9814904770075269,502.5231242278535,,
1,0.125,rows,,exact,0.9999014823103406,502.5231242278535,,
1,0.125,cols,,exact,0.999913906198392,502.5231242278535,,
1,0.125,elementwise,,exact,0.6375701386268354,502.5231242278535,,
1,0.125,euclidean,,exact,1.0000000000000009,502.5231242278535,,
1,0.125,spectral_full_ns,,ns_float32,0.7721312496346138,502.5231242278535,-0.1130430937512158,0.9950310201766944
1,0.125,spectral_full_ns,,ns_bfloat16,0.740168100597509,502.5231242278535,-0.13159535658970234,0.9945588518607529
1,0.25,spectral_full_svd,,exact,0.9090281314861174,465.4224033208939,,
1,0.25,rows,,exact,0.9991538700799757,465.4224033208939,,
1,0.25,cols,,exact,0.9993022102223005,465.4224033208939,,
1,0.25,elementwise,,exact,0.6369446870310083,465.4224033208939,,
1,0.25,euclidean,,exact,0.9999999999999926,465.4224033208939,,
1,0.25,spectral_full_ns,,ns_float32,0.8710324914886146,465.4224033208939,-0.021122117105331628,0.9908973662725585
1,0.25,spectral_full_ns,,ns_bfloat16,0.8448024536539906,465.4224033208939,-0.035973612701740154,0.9901020124954455
1,0.375,spectral_full_svd,,exact,0.7609885578423857,389.62614161529996,,
1,0.375,rows,,exact,0.9961027181509092,389.62614161529996,,
1,0.375,cols,,exact,0.9963066126455984,389.62614161529996,,
1,0.375,elementwise,,exact,0.6345521989603753,389.62614161529996,,
1,0.375,euclidean,,exact,1.0000000000000075,389.62614161529996,,
1,0.375,spectral_full_ns,,ns_float32,0.724268859235262,389.62614161529996,-0.024424594953695866,0.9928760055201755
1,0.375,spectral_full_ns,,ns_bfloat16,0.7297634545269055,389.62614161529996,-0.020731032944559247,0.992777246136963
1,0.5,spectral_full_svd,,exact,0.5501034399780973,281.65296126878644,,
1,0.5,rows,,exact,0.9814744194249566,281.65296126878644,,
1,0.5,cols,,exact,0.9841969644480774,281.65296126878644,,
1,0.5,elementwise,,exact,0.6249110931394096,281.65296126878644,,
1,0.5,euclidean,,exact,0.9999999999999966,281.65296126878644,,
1,0.5,spectral_full_ns,,ns_float32,0.4300935136704417,281.65296126878644,-0.11578217406302338,0.9836140861890843
1,0.5,spectral_full_ns,,ns_bfloat16,0.4332471192638864,281.65296126878644,-0.11254638775725379,0.9835242549964502
1,0.625,spectral_full_svd,,exact,0.3398302010652867,173.99306294542617,,
1,0.625,rows,,exact,0.9608699299975406,173.99306294542617,,
1,0.625,cols,,exact,0.9586895122257941,173.99306294542617,,
1,0.625,elementwise,,exact,0.6094852843254394,173.99306294542617,,
1,0.625,euclidean,,exact,1.0000000000000069,173.99306294542617,,
1,0.625,spectral_full_ns,,ns_float32,0.26020540774692125,173.99306294542617,-0.12496147731269114,0.9904421891371068
1,0.625,spectral_full_ns,,ns_bfloat16,0.25870973785728735,173.99306294542617,-0.12747997782926068,0.9899068972831906
1,0.75,spectral_full_svd,,exact,0.18808978462037346,96.30196972563158,,
1,0.75,rows,,exact,0.923525813374513,96.30196972563158,,
1,0.75,cols,,exact,0.9300717313141456,96.30196972563158,,
1,0.75,elementwise,,exact,0.589533924667997,96.30196972563158,,
1,0.75,euclidean,,exact,0.9999999999999913,96.30196972563158,,
1,0.75,spectral_full_ns,,ns_float32,0.1422246353200739,96.30196972563158,-0.13042947620808543,0.9893750003316628
1,0.75,spectral_full_ns,,ns_bfloat16,0.14284955917848907,96.30196972563158,-0.1285211579254556,0.9892719604242829
1,0.75,spectral_grouped,1,exact,0.923525813374513,96.30196972563158,,
1,0.75,spectral_grouped,2,exact,0.8947566443316459,96.30196972563158,,
1,0.75,spectral_grouped,4,exact,0.8429551425118722,96.30196972563158,,
1,0.75,spectral_grouped,8,exact,0.7608117953333511,96.30196972563158,,
1,0.75,spectral_grouped,16,exact,0.656471069613154,96.30196972563158,,
1,0.75,spectral_grouped,32,exact,0.5449877991554678,96.30196972563158,,
1,0.75,spectral_grouped,64,exact,0.4372585838347994,96.30196972563158,,
1,0.75,spectral_grouped,128,exact,0.33874403388276664,96.30196972563158,,
1,0.75,spectral_grouped,256,exact,0.2553718389062919,96.30196972563158,,
1,0.75,spectral_grouped,512,exact,0.18808978462037346,96.30196972563158,,
1,0.875,spectral_full_svd,,exact,0.10053002259669248,51.47137156950637,,
1,0.875,rows,,exact,0.894886364637214,51.47137156950637,,
1,0.875,cols,,exact,0.8905058151153682,51.47137156950637,,
1,0.875,elementwise,,exact,0.5695942887840926,51.47137156950637,,
1,0.875,euclidean,,exact,1.0000000000000069,51.47137156950637,,
1,0.875,spectral_full_ns,,ns_float32,0.08864070901533644,51.47137156950637,-0.06099323629242048,0.9843331831407344
1,0.875,spectral_full_ns,,ns_bfloat16,0.0886845685367267,51.47137156950637,-0.060760954226788844,0.9841829000624162
1,1.0,spectral_full_svd,,exact,0.05523597118889496,28.280817248714015,,
1,1.0,rows,,exact,0.8566412012317342,28.280817248714015,,
1,1.0,cols,,exact,0.8514103974219007,28.280817248714015,,
1,1.0,elementwise,,exact,0.5416113110458286,28.280817248714015,,
1,1.0,euclidean,,exact,1.0000000000000147,28.280817248714015,,
1,1.0,spectral_full_ns,,ns_float32,0.048410072305482985,28.280817248714015,-0.06382536844516773,0.9844114375166534
1,1.0,spectral_full_ns,,ns_bfloat16,0.04838348550853562,28.280817248714015,-0.06408247716210336,0.9836743854937582
1,1.125,spectral_full_svd,,exact,0.032367384256744264,16.57210073945308,,
1,1.125,rows,,exact,0.8232331232583725,16.57210073945308,,
1,1.125,cols,,exact,0.8253289006082454,16.57210073945308,,
1,1.125,elementwise,,exact,0.5226467186874065,16.57210073945308,,
1,1.125,euclidean,,exact,0.9999999999999989,16.57210073945308,,
1,1.125,spectral_full_ns,,ns_float32,0.028260918314604904,16.57210073945308,-0.06558600785367308,0.9391092323075544
1,1.125,spectral_full_ns,,ns_bfloat16,0.028293933431306473,16.57210073945308,-0.06504036418351111,0.9369803367200387
1,1.25,spectral_full_svd,,exact,0.020523335456783823,10.50794775387323,,
1,1.25,rows,,exact,0.7945660184192904,10.50794775387323,,
1,1.25,cols,,exact,0.8127925162201017,10.50794775387323,,
1,1.25,elementwise,,exact,0.5134363264387695,10.50794775387323,,
1,1.25,euclidean,,exact,1.0000000000000153,10.50794775387323,,
1,1.25,spectral_full_ns,,ns_float32,0.015695514508761617,10.50794775387323,-0.12549196034256505,0.8521710228974868
1,1.25,spectral_full_ns,,ns_bfloat16,0.015535367332855158,10.50794775387323,-0.12996486476984614,0.8483817513234889
1,1.375,spectral_full_svd,,exact,0.014075143138597286,7.20647328696175,,
1,1.375,rows,,exact,0.7711309674221188,7.20647328696175,,
1,1.375,cols,,exact,0.7735073439664616,7.20647328696175,,
1,1.375,elementwise,,exact,0.48767043496274015,7.20647328696175,,
1,1.375,euclidean,,exact,1.0000000000000147,7.20647328696175,,
1,1.375,spectral_full_ns,,ns_float32,0.009090180613683631,7.20647328696175,-0.19636314369309693,0.7457998078493255
1,1.375,spectral_full_ns,,ns_bfloat16,0.00914417217038286,7.20647328696175,-0.1939800575524655,0.7399244544736182
1,1.5,spectral_full_svd,,exact,0.010351297071910018,5.299864100817956,,
1,1.5,rows,,exact,0.7456159546342497,5.299864100817956,,
1,1.5,cols,,exact,0.7430327842860149,5.299864100817956,,
1,1.5,elementwise,,exact,0.46483690364786684,5.299864100817956,,
1,1.5,euclidean,,exact,0.9999999999999903,5.299864100817956,,
1,1.5,spectral_full_ns,,ns_float32,0.007035732150155967,5.299864100817956,-0.17556340210018628,0.6386060854962669
1,1.5,spectral_full_ns,,ns_bfloat16,0.00706118412569855,5.299864100817956,-0.17407353602956976,0.631108385303543
1,1.5,spectral_grouped,1,exact,0.74561595463425,5.299864100817956,,
1,1.5,spectral_grouped,2,exact,0.6307310182464669,5.299864100817956,,
1,1.5,spectral_grouped,4,exact,0.4774416585492105,5.299864100817956,,
1,1.5,spectral_grouped,8,exact,0.33479188131645643,5.299864100817956,,
1,1.5,spectral_grouped,16,exact,0.20942447863661226,5.299864100817956,,
1,1.5,spectral_grouped,32,exact,0.12287198433334341,5.299864100817956,,
1,1.5,spectral_grouped,64,exact,0.06863579844292575,5.299864100817956,,
1,1.5,spectral_grouped,128,exact,0.037241415109427106,5.299864100817956,,
1,1.5,spectral_grouped,256,exact,0.01976481604337108,5.299864100817956,,
1,1.5,spectral_grouped,512,exact,0.010351297071910018,5.299864100817956,,
2,0.0,spectral_full_svd,,exact,0.9999999999999989,512.0,,
2,0.0,rows,,exact,0.9999999999999989,512.0,,
2,0.0,cols,,exact,0.9999999999999989,512.0,,
2,0.0,elementwise,,exact,0.6371763350874162,512.0,,
2,0.0,euclidean,,exact,0.9999999999999974,512.0,,
2,0.0,spectral_full_ns,,ns_float32,0.6538427881069422,512.0,-0.19139454113458831,0.9999999999993333
2,0.0,spectral_full_ns,,ns_bfloat16,0.6093263948759609,512.0,-0.21940638301612947,0.9994269629085556
2,0.0,spectral_grouped,1,exact,0.9999999999999989,512.0,,
2,0.0,spectral_grouped,2,exact,0.9999999999999989,512.0,,
2,0.0,spectral_grouped,4,exact,0.9999999999999989,512.0,,
2,0.0,spectral_grouped,8,exact,0.9999999999999989,512.0,,
2,0.0,spectral_grouped,16,exact,0.9999999999999989,512.0,,
2,0.0,spectral_grouped,32,exact,0.9999999999999989,512.0,,
2,0.0,spectral_grouped,64,exact,0.9999999999999989,512.0,,
2,0.0,spectral_grouped,128,exact,0.9999999999999989,512.0,,
2,0.0,spectral_grouped,256,exact,0.9999999999999989,512.0,,
2,0.0,spectral_grouped,512,exact,0.9999999999999989,512.0,,
2,0.125,spectral_full_svd,,exact,0.9814904770075246,502.5231242278535,,
2,0.125,rows,,exact,0.9999095176312922,502.5231242278535,,
2,0.125,cols,,exact,0.9999147306195485,502.5231242278535,,
2,0.125,elementwise,,exact,0.636991922092425,502.5231242278535,,
2,0.125,euclidean,,exact,0.9999999999999962,502.5231242278535,,
2,0.125,spectral_full_ns,,ns_float32,0.7721314580565247,502.5231242278535,-0.11304297404278374,0.9950310194851127
2,0.125,spectral_full_ns,,ns_bfloat16,0.7399394319813173,502.5231242278535,-0.13172951005259104,0.9945385728837349
2,0.25,spectral_full_svd,,exact,0.9090281314861218,465.4224033208939,,
2,0.25,rows,,exact,0.9991572665644681,465.4224033208939,,
2,0.25,cols,,exact,0.999078878655812,465.4224033208939,,
2,0.25,elementwise,,exact,0.6370064036571133,465.4224033208939,,
2,0.25,euclidean,,exact,1.0000000000000022,465.4224033208939,,
2,0.25,spectral_full_ns,,ns_float32,0.8710323298449556,465.4224033208939,-0.02112220793398345,0.9908973664567631
2,0.25,spectral_full_ns,,ns_bfloat16,0.8426505538034416,465.4224033208939,-0.03720219043654638,0.9900542869915894
2,0.375,spectral_full_svd,,exact,0.7609885578423822,389.6261416152999,,
2,0.375,rows,,exact,0.9962438159672184,389.6261416152999,,
2,0.375,cols,,exact,0.9958565251127935,389.6261416152999,,
2,0.375,elementwise,,exact,0.634884287156352,389.6261416152999,,
2,0.375,euclidean,,exact,0.9999999999999982,389.6261416152999,,
2,0.375,spectral_full_ns,,ns_float32,0.724268665238907,389.6261416152999,-0.024424725608272024,0.9928760057568707
2,0.375,spectral_full_ns,,ns_bfloat16,0.7304409531999173,389.6261416152999,-0.02027657094827462,0.9927768942739238
2,0.5,spectral_full_svd,,exact,0.5501034399780983,281.65296126878644,,
2,0.5,rows,,exact,0.9861142100118387,281.65296126878644,,
2,0.5,cols,,exact,0.983933294461623,281.65296126878644,,
2,0.5,elementwise,,exact,0.6284164123363839,281.65296126878644,,
2,0.5,euclidean,,exact,0.9999999999999993,281.65296126878644,,
2,0.5,spectral_full_ns,,ns_float32,0.4300934918449911,281.65296126878644,-0.11578219649820631,0.9836140876116976
2,0.5,spectral_full_ns,,ns_bfloat16,0.43295221054228245,281.65296126878644,-0.11284848135607117,0.9835367955925184
2,0.625,spectral_full_svd,,exact,0.33983020106528505,173.9930629454262,,
2,0.625,rows,,exact,0.9589079823330928,173.9930629454262,,
2,0.625,cols,,exact,0.9608005583842382,173.9930629454262,,
2,0.625,elementwise,,exact,0.6106405817087162,173.9930629454262,,
2,0.625,euclidean,,exact,0.9999999999999966,173.9930629454262,,
2,0.625,spectral_full_ns,,ns_float32,0.26020540325780234,173.9930629454262,-0.12496148486086422,0.9904421865924717
2,0.625,spectral_full_ns,,ns_bfloat16,0.258730532693761,173.9930629454262,-0.12744491237956102,0.9899531626648702
2,0.75,spectral_full_svd,,exact,0.18808978462037365,96.30196972563161,,
2,0.75,rows,,exact,0.9252798067422519,96.30196972563161,,
2,0.75,cols,,exact,0.9287254509667967,96.30196972563161,,
2,0.75,elementwise,,exact,0.5901530786548805,96.30196972563161,,
2,0.75,euclidean,,exact,0.9999999999999933,96.30196972563161,,
2,0.75,spectral_full_ns,,ns_float32,0.14222465115937669,96.30196972563161,-0.13042942778683175,0.989375001446766
2,0.75,spectral_full_ns,,ns_bfloat16,0.1426285314228978,96.30196972563161,-0.12919562825915687,0.9892643700372471
2,0.75,spectral_grouped,1,exact,0.9252798067422519,96.30196972563161,,
2,0.75,spectral_grouped,2,exact,0.8954635577745705,96.30196972563161,,
2,0.75,spectral_grouped,4,exact,0.8406503625463794,96.30196972563161,,
2,0.75,spectral_grouped,8,exact,0.7609444232730322,96.30196972563161,,
2,0.75,spectral_grouped,16,exact,0.6568086362893429,96.30196972563161,,
2,0.75,spectral_grouped,32,exact,0.5452758121795606,96.30196972563161,,
2,0.75,spectral_grouped,64,exact,0.4369663216808468,96.30196972563161,,
2,0.75,spectral_grouped,128,exact,0.33890340104136907,96.30196972563161,,
2,0.75,spectral_grouped,256,exact,0.2552564826666747,96.30196972563161,,
2,0.75,spectral_grouped,512,exact,0.18808978462037365,96.30196972563161,,
2,0.875,spectral_full_svd,,exact,0.1005300225966919,51.47137156950633,,
2,0.875,rows,,exact,0.8865439802016488,51.47137156950633,,
2,0.875,cols,,exact,0.8928413514883088,51.47137156950633,,
2,0.875,elementwise,,exact,0.5655114083868067,51.47137156950633,,
2,0.875,euclidean,,exact,0.9999999999999959,51.47137156950633,,
2,0.875,spectral_full_ns,,ns_float32,0.08864071206154854,51.47137156950633,-0.06099322015754172,0.9843331894808802
2,0.875,spectral_full_ns,,ns_bfloat16,0.08868360958447102,51.47137156950633,-0.06076603226827215,0.9841726798606613
2,1.0,spectral_full_svd,,exact,0.055235971188895,28.280817248714,,
2,1.0,rows,,exact,0.8609439726757672,28.280817248714,,
2,1.0,cols,,exact,0.8584532299864274,28.280817248714,,
2,1.0,elementwise,,exact,0.5488713581014188,28.280817248714,,
2,1.0,euclidean,,exact,1.0000000000000153,28.280817248714,,
2,1.0,spectral_full_ns,,ns_float32,0.04841009197570188,28.280817248714,-0.06382517824964451,0.9844114596637247
2,1.0,spectral_full_ns,,ns_bfloat16,0.04842893310015443,28.280817248714,-0.06364301715767817,0.9836839460656711
2,1.125,spectral_full_svd,,exact,0.03236738425674407,16.572100739453084,,
2,1.125,rows,,exact,0.8391990227559725,16.572100739453084,,
2,1.125,cols,,exact,0.8244177156611624,16.572100739453084,,
2,1.125,elementwise,,exact,0.5321099204568603,16.572100739453084,,
2,1.125,euclidean,,exact,0.9999999999999872,16.572100739453084,,
2,1.125,spectral_full_ns,,ns_float32,0.028260915151265126,16.572100739453084,-0.06558606014972446,0.9391092639884445
2,1.125,spectral_full_ns,,ns_bfloat16,0.02828834757333129,16.572100739453084,-0.06513265975525317,0.936875999501956
2,1.25,spectral_full_svd,,exact,0.02052333545678368,10.507947753873227,,
2,1.25,rows,,exact,0.8086488659691045,10.507947753873227,,
2,1.25,cols,,exact,0.7961824369916651,10.507947753873227,,
2,1.25,elementwise,,exact,0.5119480417475049,10.507947753873227,,
2,1.25,euclidean,,exact,1.0000000000000018,10.507947753873227,,
2,1.25,spectral_full_ns,,ns_float32,0.015695498439469446,10.507947753873227,-0.12549240800959416,0.8521710519068887
2,1.25,spectral_full_ns,,ns_bfloat16,0.015543913807046603,10.507947753873227,-0.12972558138839596,0.8485676869272015
2,1.375,spectral_full_svd,,exact,0.014075143138597186,7.206473286961747,,
2,1.375,rows,,exact,0.7857723602133835,7.206473286961747,,
2,1.375,cols,,exact,0.7879383507484042,7.206473286961747,,
2,1.375,elementwise,,exact,0.5062581971472457,7.206473286961747,,
2,1.375,euclidean,,exact,1.0000000000000029,7.206473286961747,,
2,1.375,spectral_full_ns,,ns_float32,0.009090183842262985,7.206473286961747,-0.1963630009783761,0.7457997813692432
2,1.375,spectral_full_ns,,ns_bfloat16,0.009153587843337833,7.206473286961747,-0.19356518852993665,0.7397068745710468
2,1.5,spectral_full_svd,,exact,0.010351297071910102,5.299864100817955,,
2,1.5,rows,,exact,0.759637544520266,5.299864100817955,,
2,1.5,cols,,exact,0.7449390214694186,5.299864100817955,,
